timestamp,open,high,low,close,volume,Dividends,Stock Splits,symbol,timeframe,price_change,price_range,body_size,upper_shadow,lower_shadow,rsi,macd,macd_signal,macd_histogram,sma_short,sma_long,ema_short,ema_long,bb_upper,bb_middle,bb_lower,bb_width,bb_percent,stoch_k,stoch_d,atr,adx,volume_sma,williams_r,typical_price,sma_tp,mad,cci,typical_price_mfi,raw_money_flow,positive_money_flow,negative_money_flow,mfi,obv,vwap,roc,momentum,head_shoulders,double_top,double_bottom,ascending_triangle,descending_triangle,symmetrical_triangle,bull_flag,bear_flag,support_level,resistance_level,support_distance,resistance_distance,volume_sma_5,volume_sma_20,volume_sma_50,volume_ratio_5,volume_ratio_20,volume_ratio_50,volume_spike,volume_drought,volume_trend,price_volume_trend,volume_price_correlation,volume_at_price,volume_weighted_price,doji,hammer,shooting_star,bullish_engulfing,bearish_engulfing,gap_up,gap_down,price_momentum_1,price_momentum_3,price_momentum_5,price_momentum_10,volatility_5,volatility_20,volatility_ratio,trend_strength,trend_direction,market_regime
2025-08-27 09:30:00-04:00,351.94000244140625,354.0,351.70001220703125,352.4949951171875,2378468,0.0,0.0,TSLA,1m,,0.006524880707041289,0.0015744696618933322,0.004269578018581963,0.0006808330265659939,,,,,,,,,,,,,,,,0.0,0.0,,,352.73166910807294,,,,352.73166910807294,838960987.56014,,,,0,352.73166910807294,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,3744.8257077841104,,0,0,1,0,0,0,0,,,,,,,,,-1,0
2025-08-27 09:31:00-04:00,352.42999267578125,354.51129150390625,351.8399963378906,353.7998962402344,704655,0.0,0.0,TSLA,1m,0.0037018997180742197,0.0075502994613706265,0.003871972770514732,0.0020107277340432827,0.0016675989568126113,,,,,,,,,,,,,,,,0.0,0.0,,,353.38372802734375,,,,353.38372802734375,249013610.8731079,,,,704655,352.8806987049326,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,2728.4049726070584,,0,0,0,0,0,0,0,0.0037018997180742197,,,,,,,,-1,0
2025-08-27 09:32:00-04:00,353.80999755859375,354.05999755859375,352.6358947753906,353.6531066894531,512905,0.0,0.0,TSLA,1m,-0.000414894273122024,0.0040268352129977075,0.0004436292688314843,0.0007069074052261271,0.0028762985389400963,,,,,,,,,,,,,,,,0.0,0.0,,,353.4496663411458,,,,353.4496663411458,181286101.11470538,,,,191750,352.9618511168304,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,227.53967013001247,,1,0,0,0,0,0,0,-0.000414894273122024,,,,,,,,-1,0
2025-08-27 09:33:00-04:00,353.6449890136719,354.6600036621094,352.989990234375,354.1700134277344,569094,0.0,0.0,TSLA,1m,0.0014616208044091472,0.004715287473300244,0.001482407866722537,0.0013834887647115237,0.001849390841866183,,,,,,,,,,,,,,,,0.0,0.0,,,353.94000244140625,,,,353.94000244140625,201425131.74938965,,,,760844,353.0954990747793,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,843.6294225045955,,0,0,0,1,0,0,0,0.0014616208044091472,0.0047518924630121084,,,,,,,-1,0
2025-08-27 09:34:00-04:00,354.160400390625,354.4800109863281,353.5199890136719,354.2300109863281,420506,0.0,0.0,TSLA,1m,0.0001694032705170656,0.0027101655502963667,0.00019651241719836012,0.0007057561252472451,0.0018078970078507614,,,,,,,,,,,,,,,,0.0,0.0,,,354.07667032877606,,,,354.07667032877606,148891364.3332723,,,,1181350,353.1854733158938,,,0,0,0,0,0,0,0,0,,,,,917125.6,,,0.4585042659369665,,,0,0,,,,82.63465050641362,,1,0,0,0,0,0,0,0.0001694032705170656,0.0012157005998716386,,,,,,,-1,0
2025-08-27 09:35:00-04:00,354.2499084472656,354.54998779296875,353.510009765625,353.7850036621094,488809,0.0,0.0,TSLA,1m,-0.0012562665793890426,0.0029395763431991177,0.0013140884445183216,0.0008481969065871508,0.0007772909920936454,,,,,,,,,,,,,,,,0.0,0.0,,,353.9483337402344,,,,353.9483337402344,173013131.06723022,,,,692541,353.25895792929254,,,0,0,0,0,0,0,0,0,,,,,539193.8,,,0.9065553053466119,,,0,0,,,,642.3382584765562,,0,0,0,0,1,0,0,-0.0012562665793890426,0.00037295578679041874,0.0036596506696300324,,0.0019324683552721207,,,,-1,0
2025-08-27 09:36:00-04:00,353.784912109375,355.3900146484375,353.7200012207031,354.3550109863281,850576,0.0,0.0,TSLA,1m,0.0016111686994035868,0.004712825770647302,0.0016088353749147935,0.002920810006971534,0.00018318038876097458,,,,,,,,,,,,,,,,0.0,0.0,,,354.48834228515625,,,,354.48834228515625,301519276.22753906,,,,1543117,353.43544443284503,,,0,0,0,0,0,0,0,0,,,,,568378.0,,,1.496497049498749,,,0,0,,,,1368.4367578535255,,0,0,0,1,0,0,0,0.0016111686994035868,0.0005223411118386867,0.0015690076565675337,,0.0012265410855701055,,,,-1,0
2025-08-27 09:37:00-04:00,354.3550109863281,354.4189147949219,353.6650085449219,353.84039306640625,344855,0.0,0.0,TSLA,1m,-0.0014522665235902066,0.002130639307362832,0.0014543786690438567,0.00018060066020149653,0.0004956599781174788,,,,,,,,,,,,,,,,0.0,0.0,,,353.9747721354167,,,,353.9747721354167,122069970.04475912,,,,1198262,353.4651085110793,,,0,0,0,0,0,0,0,0,,,,,534768.0,,,0.6448684289261886,,,0,0,,,,501.5497559131192,,0,0,0,0,0,0,0,-0.0014522665235902066,-0.0010999009339638377,0.0005295765070645331,,0.0014483803598284188,,,,-1,0
2025-08-27 09:38:00-04:00,353.875,354.19989013671875,353.3500061035156,353.7200012207031,431372,0.0,0.0,TSLA,1m,-0.0003402433641331859,0.0024027027882792553,0.000438196253426347,0.000918495238034434,0.0010460112968184744,,,,,,,,,,,,,,,,0.0,0.0,,,353.7566324869792,,,,353.7566324869792,152600706.0691732,,,,766890,353.4838744828296,,,0,0,0,0,0,0,0,0,,,,,507223.6,,,0.8504572736757517,,,0,0,,,,189.02559423303015,,1,0,0,0,0,0,0,-0.0003402433641331859,-0.0001837343039795547,-0.0012706106953435103,,0.0012355103032277318,,,,-1,0
2025-08-27 09:39:00-04:00,353.7164001464844,353.75,352.7799987792969,353.3599853515625,422625,0.0,0.0,TSLA,1m,-0.0010177990158831696,0.0027450794116885024,0.0010086450353660537,9.508675262762438e-05,0.0016413476236948241,,,,,,,,,,,,,,,,0.0,0.0,,,353.2966613769531,,,,353.2966613769531,149312001.5144348,,,,344265,353.4727680204148,,,0,0,0,0,0,0,0,0,,,,,507647.4,,,0.8325168217152299,,,0,0,-117836.78181818184,,,426.27860807157845,,0,0,0,0,0,0,0,-0.0010177990158831696,-0.002807990867678245,-0.002456103683431854,,0.0012479006612062468,,,,-1,0
2025-08-27 09:40:00-04:00,353.3949890136719,353.3949890136719,352.5199890136719,352.5849914550781,330950,0.0,0.0,TSLA,1m,-0.002193213517691639,0.0024816711465481685,0.002297311508498936,0.0,0.00018435963804923269,,,,,,,,,,,,,,,,0.0,0.0,,,352.8333231608073,,,,352.8333231608073,116770188.30006918,,,,13315,353.44438042443994,0.02553123849622363,0.089996337890625,0,0,0,0,0,0,0,0,,,,,476075.6,,,0.6951627010500013,,,0,0,-27570.309090909075,,,760.2952437377228,,0,0,0,0,0,0,0,-0.002193213517691639,-0.0035479318809498173,-0.003391925023982556,0.0002553123849622363,0.0014461324106338717,,,,-1,0
2025-08-27 09:41:00-04:00,352.5906066894531,353.2900085449219,352.2699890136719,353.1700134277344,441974,0.0,0.0,TSLA,1m,0.0016592367424430599,0.00288818272352762,0.0016405887143637922,0.0003397658708984742,0.0009078281382653535,,,,,,,353.35108360437255,,,,,,,,,0.0,0.0,,,352.9100036621094,,,,352.9100036621094,155977045.95855713,,,,455289,353.41447198505347,-0.1780336340382327,-0.6298828125,0,0,0,0,0,0,0,0,,,,,394355.2,,,1.120751038657535,,,0,0,-18017.11515151514,,,725.0975564422226,,0,0,0,0,0,0,0,0.0016592367424430599,-0.0015548676667158645,-0.0033440970830224126,-0.001780336340382327,0.001465192922485762,,,,-1,0
2025-08-27 09:42:00-04:00,353.17449951171875,353.25,352.510009765625,352.7950134277344,257531,0.0,0.0,TSLA,1m,-0.0010618115517804227,0.0020975076353412737,0.0010756560312384007,0.0002140066764200887,0.0008078449276827843,,,,,,,353.26553434642824,,,,,,,,,0.0,0.0,,,352.85167439778644,,,,352.85167439778644,90870244.55933633,,,,197758,353.39669762429173,-0.2426369924334537,-0.85809326171875,0,0,0,0,0,0,0,0,,,,,376890.4,,,0.6833047485422817,,,0,0,-28123.769696969684,,,277.0147733808566,,0,0,0,0,0,0,0,-0.0010618115517804227,-0.0015988565407767386,-0.00295438186017305,-0.002426369924334537,0.0014227924205190072,,,,-1,0
2025-08-27 09:43:00-04:00,352.7950134277344,352.80999755859375,351.1300964355469,351.2749938964844,578972,0.0,0.0,TSLA,1m,-0.0043085062809749,0.004782296355378821,0.004327149833209954,4.265641198414085e-05,0.0004124901101847266,32.25573130747493,,,,,,352.9592973541292,,,,,,,3.4014141515448926,,1.330293927873884,0.0,,-96.59858584845512,351.7383626302083,,,,351.7383626302083,203646663.28873697,1238112530.2565713,1008282904.8437399,55.115520220120295,-381214,353.2867586083749,-0.8174095551544247,-2.89501953125,0,0,0,0,0,0,0,0,,,,,406410.4,,,1.4245993704885505,,,0,0,-13855.903030303043,,,2505.2985932332335,,0,0,0,0,0,0,0,-0.0043085062809749,-0.0037154093065264737,-0.006912267657415261,-0.008174095551544247,0.00216256566695176,,,,-1,0
2025-08-27 09:44:00-04:00,351.239990234375,352.2795104980469,351.2101135253906,352.00909423828125,415663,0.0,0.0,TSLA,1m,0.0020898166808116514,0.0030379810924213114,0.002184898107733631,0.0007682081633452782,8.487482134240236e-05,41.29017352447868,,,,,,352.8131122593834,,,,,,,20.63414738983731,,1.3116584310726243,0.0,,-79.36585261016269,351.83290608723956,,,,351.83290608723956,146243921.24294025,1384356451.4995117,1008282904.8437399,57.858968499760394,34449,353.2207059607782,-0.6269702394393062,-2.220916748046875,0,0,0,0,0,0,0,0,,,,,405018.0,,,1.0262827824936176,,,0,0,-18521.399999999965,,,908.1813021548842,,0,0,0,0,0,0,0,0.0020898166808116514,-0.0032871397494529386,-0.003822988366770641,-0.006269702394393062,0.002679142009783363,,,,-1,0
2025-08-27 09:45:00-04:00,351.9599914550781,351.97918701171875,349.7799987792969,350.86859130859375,724724,0.0,0.0,TSLA,1m,-0.003239981433307726,0.006267840117064393,0.00311056667230859,5.4708677596457315e-05,0.0031025647671593464,33.757846288466766,,,,,,352.51395519003114,,,,,,,19.404446523671457,14.48000268835122,1.3771896473520349,0.0,,-80.59555347632855,350.8759256998698,,,,350.8759256998698,254288204.37691244,1135342840.6264038,1262571109.2206523,47.34710520779189,-690275,353.0486000487057,-0.8243459511644624,-2.916412353515625,0,0,0,0,0,0,0,0,,,,,483772.8,,,1.4980668611381212,,,0,0,-1716.7878787879038,,,2254.3023210221704,,0,0,0,0,0,0,0,-0.003239981433307726,-0.005460457335900615,-0.004868046536527282,-0.008243459511644624,0.0028540413421541703,,,,-1,0
