date,open,high,low,close,volume,dividends,stock splits,symbol,timeframe
2022-09-14 00:00:00-04:00,12.882719124285352,13.160834609287503,12.8529203261641,13.131036758422852,15637100,0.0,0.0,PCG,1d
2022-09-15 00:00:00-04:00,13.11117165808211,13.15090244397225,12.982046367124997,13.021777153015137,13647100,0.0,0.0,PCG,1d
2022-09-16 00:00:00-04:00,12.912517077551076,13.04164236199738,12.644333575872611,12.991978645324707,19529100,0.0,0.0,PCG,1d
2022-09-19 00:00:00-04:00,12.862854656570997,13.379355846384069,12.852921722784584,13.369422912597656,13047100,0.0,0.0,PCG,1d
2022-09-20 00:00:00-04:00,13.299893312941881,13.448883519983172,13.071440588587715,13.210498809814453,17471500,0.0,0.0,PCG,1d
2022-09-21 00:00:00-04:00,13.250229270895254,13.299892987780362,12.922450065612793,12.922450065612793,14543600,0.0,0.0,PCG,1d
2022-09-22 00:00:00-04:00,13.02177769202696,13.081374346957386,12.644334736818783,12.872787475585938,15052600,0.0,0.0,PCG,1d
2022-09-23 00:00:00-04:00,12.654267969025758,12.664200902957926,12.078171062554093,12.525142669677734,20427900,0.0,0.0,PCG,1d
2022-09-26 00:00:00-04:00,13.071441597562893,13.16083610759062,12.604604127005159,12.664200782775879,63874900,0.0,0.0,PCG,1d
2022-09-27 00:00:00-04:00,12.713862418322698,12.892650461781747,12.316553655316536,12.326486587524414,40390400,0.0,0.0,PCG,1d
2022-09-28 00:00:00-04:00,12.366218758872343,12.703930913841443,12.296690120116347,12.63440227508545,28302900,0.0,0.0,PCG,1d
2022-09-29 00:00:00-04:00,12.67413194116441,12.793324288752142,12.286756101061846,12.2966890335083,36038800,0.0,0.0,PCG,1d
2022-09-30 00:00:00-04:00,12.455611938733272,12.495342720545159,12.0483711883473,12.415881156921387,353648800,0.0,0.0,PCG,1d
2022-10-03 00:00:00-04:00,12.53507478904678,13.101238724795413,12.376151645486228,13.021777153015137,47987900,0.0,0.0,PCG,1d
2022-10-04 00:00:00-04:00,13.160835195596995,14.114374991055044,13.12110441025527,14.09450912475586,53672300,0.0,0.0,PCG,1d
2022-10-05 00:00:00-04:00,13.667403895244144,14.700405297369766,13.587942321792687,14.650741577148438,94095900,0.0,0.0,PCG,1d
2022-10-06 00:00:00-04:00,14.70040457212908,14.968587132482863,14.273297925456188,14.531548500061035,63378700,0.0,0.0,PCG,1d
2022-10-07 00:00:00-04:00,14.511682538969016,14.859327613832889,14.432220969958408,14.829529762268066,38200700,0.0,0.0,PCG,1d
2022-10-10 00:00:00-04:00,14.7897989125797,14.928856184107085,13.816393275604918,14.034913063049316,42317800,0.0,0.0,PCG,1d
2022-10-11 00:00:00-04:00,14.034912182821428,14.243499024287178,13.687267131292993,14.124306678771973,26773600,0.0,0.0,PCG,1d
2022-10-12 00:00:00-04:00,14.034912696234452,14.37262482784304,13.895854481084859,13.975316047668457,21280100,0.0,0.0,PCG,1d
2022-10-13 00:00:00-04:00,13.76673153716011,14.253434899232857,13.63760623271279,14.213704109191895,30057600,0.0,0.0,PCG,1d
2022-10-14 00:00:00-04:00,14.283229807958518,14.34282550709549,13.677335148030997,13.736930847167969,24222500,0.0,0.0,PCG,1d
2022-10-17 00:00:00-04:00,13.995181982772014,14.18390296753554,13.806460050751891,14.06471061706543,17172600,0.0,0.0,PCG,1d
2022-10-18 00:00:00-04:00,14.263363987523393,14.293162784440602,13.766728739315324,14.054777145385742,20264000,0.0,0.0,PCG,1d
2022-10-19 00:00:00-04:00,14.015047604690475,14.124307975217315,13.786595824964616,13.866057395935059,15600100,0.0,0.0,PCG,1d
2022-10-20 00:00:00-04:00,13.905786758558122,14.005114185736158,13.796527346467524,13.945517539978027,14518300,0.0,0.0,PCG,1d
2022-10-21 00:00:00-04:00,13.955451349092982,14.481884472801351,13.895854699589862,14.402422904968262,16720300,0.0,0.0,PCG,1d
2022-10-24 00:00:00-04:00,14.422290609423204,14.690473198239498,14.322963163339107,14.630876541137695,18207800,0.0,0.0,PCG,1d
2022-10-25 00:00:00-04:00,14.640808071200697,15.147376292589547,14.591144352921207,15.028183937072754,23539000,0.0,0.0,PCG,1d
2022-10-26 00:00:00-04:00,15.018251243696302,15.236771039260224,14.948722605349138,15.067914962768555,25303300,0.0,0.0,PCG,1d
2022-10-27 00:00:00-04:00,15.187106203598054,15.504952466681065,15.028183072056548,15.276500701904297,22852800,0.0,0.0,PCG,1d
