date,open,high,low,close,volume,dividends,stock splits,symbol,timeframe
2022-09-14 00:00:00-04:00,55.727902145484805,56.05233484090225,55.55178396409543,55.83913803100586,6543400,0.0,0.0,MDLZ,1d
2022-09-15 00:00:00-04:00,55.70009783022193,55.83914092632646,54.977082216909125,55.21808624267578,6629600,0.0,0.0,MDLZ,1d
2022-09-16 00:00:00-04:00,55.134662060053536,55.97818146906328,55.04196901836526,55.89475631713867,11923900,0.0,0.0,MDLZ,1d
2022-09-19 00:00:00-04:00,55.89474534029301,56.043056299476056,55.477619662586875,55.968902587890625,7782700,0.0,0.0,MDLZ,1d
2022-09-20 00:00:00-04:00,55.65374439015301,55.82986255877561,54.93072533072825,55.38492965698242,6295200,0.0,0.0,MDLZ,1d
2022-09-21 00:00:00-04:00,55.56104782560502,56.58995670800718,55.37566176853381,55.38492965698242,8873000,0.0,0.0,MDLZ,1d
2022-09-22 00:00:00-04:00,55.49616787750822,55.931832937005716,55.15319939237868,55.43128204345703,7005900,0.0,0.0,MDLZ,1d
2022-09-23 00:00:00-04:00,55.19027661016047,55.384934107334,54.003785240694654,54.64337921142578,6145400,0.0,0.0,MDLZ,1d
2022-09-26 00:00:00-04:00,54.49506561939309,54.800955452283326,53.855471679328296,54.08720779418945,7200000,0.0,0.0,MDLZ,1d
2022-09-27 00:00:00-04:00,54.402368037551874,54.81022585515132,53.123187253296585,53.37346267700195,7415400,0.0,0.0,MDLZ,1d
2022-09-28 00:00:00-04:00,53.75351187193132,54.18917337240157,53.07683929083618,53.89255142211914,6262700,0.0,0.0,MDLZ,1d
2022-09-29 00:00:00-04:00,53.766579809337074,53.841231404512904,52.525527296002664,52.88011169433594,7336400,0.385,0.0,MDLZ,1d
2022-09-30 00:00:00-04:00,52.712158859893016,52.908113980662186,51.06052950001486,51.16317367553711,14651500,0.0,0.0,MDLZ,1d
2022-10-03 00:00:00-04:00,51.54574826462515,52.777471108784916,51.18182707739179,52.581512451171875,11676200,0.0,0.0,MDLZ,1d
2022-10-04 00:00:00-04:00,53.038747897858684,54.055852808951904,52.945436957590545,53.68260192871094,11281900,0.0,0.0,MDLZ,1d
2022-10-05 00:00:00-04:00,53.37467294885885,53.79457929900338,52.730815358775835,53.4119987487793,4901100,0.0,0.0,MDLZ,1d
2022-10-06 00:00:00-04:00,53.197363668411754,53.49596643235453,52.06828520445354,52.26424026489258,6069700,0.0,0.0,MDLZ,1d
2022-10-07 00:00:00-04:00,52.114946546552154,52.208261033189366,51.27513752431943,51.56440353393555,6753300,0.0,0.0,MDLZ,1d
2022-10-10 00:00:00-04:00,51.82568917706724,52.12428846491997,51.293808973105556,51.90033721923828,6944600,0.0,0.0,MDLZ,1d
2022-10-11 00:00:00-04:00,51.816350712267855,52.964092276422335,51.6670510834246,52.51619338989258,7976200,0.0,0.0,MDLZ,1d
2022-10-12 00:00:00-04:00,53.132048090920506,53.691924298033825,52.82411920265414,53.0294075012207,8280200,0.0,0.0,MDLZ,1d
2022-10-13 00:00:00-04:00,52.34822634904075,54.149154968952665,52.133608373556896,53.82256317138672,10000100,0.0,0.0,MDLZ,1d
2022-10-14 00:00:00-04:00,54.317124604423206,54.4197687712846,53.03874625256782,53.132057189941406,7916400,0.0,0.0,MDLZ,1d
2022-10-17 00:00:00-04:00,53.75725424046576,54.09317932521423,53.50531042690441,53.5986213684082,7340600,0.0,0.0,MDLZ,1d
2022-10-18 00:00:00-04:00,54.23314353124913,54.77435693679032,53.92521458914583,54.44776153564453,6349100,0.0,0.0,MDLZ,1d
2022-10-19 00:00:00-04:00,54.30779794641344,54.671715605770906,53.53330359683992,53.84123611450195,4619000,0.0,0.0,MDLZ,1d
2022-10-20 00:00:00-04:00,53.88788505166197,53.999858881059865,52.992087297311095,53.104061126708984,5723200,0.0,0.0,MDLZ,1d
2022-10-21 00:00:00-04:00,52.796134954416246,53.5892885899489,52.60950952264855,53.5146369934082,9719900,0.0,0.0,MDLZ,1d
2022-10-24 00:00:00-04:00,54.27979613258246,54.8490020774489,53.93454140980167,54.81167984008789,6487800,0.0,0.0,MDLZ,1d
2022-10-25 00:00:00-04:00,54.89566417022427,55.41821111831021,54.60639456711662,55.343563079833984,7080600,0.0,0.0,MDLZ,1d
2022-10-26 00:00:00-04:00,55.8381114966416,56.49129867159279,55.33422394228637,55.894100189208984,6620200,0.0,0.0,MDLZ,1d
2022-10-27 00:00:00-04:00,55.987410424034806,56.63126436246108,55.74479987841415,56.27667999267578,7547500,0.0,0.0,MDLZ,1d
